JudgeName,FullAssignment,Week,Assignment
MANNING,5th Cir. CPNJ/PCR,42-2000,5th Cir. CPNJ/PCR
MARTIN,X,42-2000,X
MCKELLAR,Richland GS,42-2000,Richland GS
MILLING,12th Cir. CPNJ,42-2000,12th Cir. CPNJ
NICHOLSON,Anderson GS,42-2000,Anderson GS
PATTERSON,Greenville CP,42-2000,Greenville CP
PEEPLES,2nd Cir. CPNJ,42-2000,2nd Cir. CPNJ
PIEPER,Charleston CP,42-2000,Charleston CP
RAWL,9th Cir. CPNJ,42-2000,9th Cir. CPNJ
SAUNDERS,Greenwood GS,42-2000,Greenwood GS
SHORT,Lancaster GS,42-2000,Lancaster GS
THOMAS,Horry GS,42-2000,Horry GS
WATSON,Beaufort CP,42-2000,Beaufort CP
WESTBROOK,McCormick GS,42-2000,McCormick GS
WILLIAMS,Orangeburg GS,42-2000,Orangeburg GS
BROWN,na,42-2000,na
COTTINGHAM,Horry GS,42-2000,Horry GS
HUGHSTON,Greenville GS,42-2000,Greenville GS
PYLE,Greenville CP,42-2000,Greenville CP
COUCH,Cherokee CPNJ 16,42-2000,Cherokee CPNJ 16
SMOAK,Charleston GS,42-2000,Charleston GS
COOPER GT,Richland CP,42-2000,Richland CP
NEWMAN,Clarendon GS,42-2000,Clarendon GS
SIMMONS,na,42-2000,na
GIER,na,42-2000,na
WATTS,"Dorchester CPNJ 16,17,18",42-2000,"Dorchester CPNJ 16,17,18"
ALFORD,York GS,43-2000,York GS
BARBER,Richland GS,43-2000,Richland GS
BAXLEY,4th Cir. CPNJ,43-2000,4th Cir. CPNJ
BEATTY,Beaufort CP,43-2000,Beaufort CP
BREEDEN,Horry GS,43-2000,Horry GS
BROGDON,"Florence GS 23,24,25,26 + X 27",43-2000,"Florence GS 23,24,25,26 "
BUCKNER,14th Cir. CPNJ,43-2000,14th Cir. CPNJ
BURCH,Dillon GS,43-2000,Dillon GS
CLARY,Spartanburg GS(SGJ),43-2000,Spartanburg GS(SGJ)
COLE,Spartanburg GS,43-2000,Spartanburg GS
COOPER TW,Williamsburg GS,43-2000,Williamsburg GS
DENNIS,Berkeley CP,43-2000,Berkeley CP
FEW,Beaufort GS,43-2000,Beaufort GS
FLOYD H,Greenville GS,43-2000,Greenville GS
FLOYD S,Georgetown GS,43-2000,Georgetown GS
GOODE,11th Cir. CPNJ,43-2000,11th Cir. CPNJ
GOODSTEIN,Orangeburg CP,43-2000,Orangeburg CP
GREGORY,Dorchester GS(SGJ),43-2000,Dorchester GS(SGJ)
HALL,Lexington CP,43-2000,Lexington CP
HARWELL,Florence CP,43-2000,Florence CP
HAYES,York GS,43-2000,York GS
JOHNSON,Greenwood GS CC 27 + Laurens GS,43-2000,Greenwood GS CC 27 
KEESLEY,Sick,43-2000,Sick
KINARD,Kershaw CP,43-2000,Kershaw CP
KING,Sumter CP,43-2000,Sumter CP
KITTREDGE,Greenville GS,43-2000,Greenville GS
LEE,Richland CP,43-2000,Richland CP
LOCKEMY,Horry CP + Horry GS CC 26,43-2000,Horry CP 
MACAULAY,10th Cir. CPNJ,43-2000,10th Cir. CPNJ
MANNING,Richland GS,43-2000,Richland GS
MARTIN,Charleston GS,43-2000,Charleston GS
MCKELLAR,Richland CP,43-2000,Richland CP
MILLING,4th Cir. CPNJ/PCR,43-2000,4th Cir. CPNJ/PCR
NICHOLSON,Anderson CP,43-2000,Anderson CP
PATTERSON,Greenville CP,43-2000,Greenville CP
PEEPLES,2nd Cir. CPNJ/PCR,43-2000,2nd Cir. CPNJ/PCR
PIEPER,Charleston CP,43-2000,Charleston CP
RAWL,Colleton GS,43-2000,Colleton GS
SAUNDERS,8th Cir. CPNJ/PCR,43-2000,8th Cir. CPNJ/PCR
SHORT,Fairfield GS,43-2000,Fairfield GS
THOMAS,15th Cir. CPNJ,43-2000,15th Cir. CPNJ
WATSON,"13th Cir. CPNJ 23,24,25,26",43-2000,"13th Cir. CPNJ 23,24,25,26"
WESTBROOK,Lexington GS,43-2000,Lexington GS
WILLIAMS,Saluda CP,43-2000,Saluda CP
BROWN,Charleston GS,43-2000,Charleston GS
COTTINGHAM,Marlboro GS,43-2000,Marlboro GS
HUGHSTON,Charleston CP,43-2000,Charleston CP
PYLE,na,43-2000,na
COUCH,na,43-2000,na
SMOAK,na,43-2000,na
COOPER GT,5th Cir. CPNJ,43-2000,5th Cir. CPNJ
NEWMAN,Clarendon GS,43-2000,Clarendon GS
SIMMONS,na,43-2000,na
GIER,York CPNJ 26,43-2000,York CPNJ 26
WATTS,na,43-2000,na
ALFORD,Union CP,44-2000,Union CP
BARBER,Richland CP,44-2000,Richland CP
BAXLEY,Chesterfield CP,44-2000,Chesterfield CP
BEATTY,Spartanburg CP,44-2000,Spartanburg CP
BREEDEN,"Horry CP 1,2,3 + X 30,31",44-2000,"Horry CP 1,2,3 "
BROGDON,X,44-2000,X
BUCKNER,Beaufort CP,44-2000,Beaufort CP
BURCH,Jasper CP,44-2000,Jasper CP
CLARY,Cherokee GS,44-2000,Cherokee GS
COLE,Spartanburg CP,44-2000,Spartanburg CP
COOPER TW,Sumter GS,44-2000,Sumter GS
DENNIS,9th Cir. CPNJ,44-2000,9th Cir. CPNJ
FEW,X,44-2000,X
FLOYD H,Pickens GS,44-2000,Pickens GS
FLOYD S,Georgetown GS,44-2000,Georgetown GS
GOODE,Edgefield GS,44-2000,Edgefield GS
GOODSTEIN,Orangeburg CP,44-2000,Orangeburg CP
GREGORY,X,44-2000,X
HALL,Oconee GS,44-2000,Oconee GS
HARWELL,Florence GS,44-2000,Florence GS
HAYES,16th Cir. CPNJ/PCR,44-2000,16th Cir. CPNJ/PCR
JOHNSON,Greenwood CP,44-2000,Greenwood CP
KEESLEY,Sick,44-2000,Sick
KINARD,5th Cir. CPNJ,44-2000,5th Cir. CPNJ
KING,Sumter CP,44-2000,Sumter CP
KITTREDGE,Greenville CP,44-2000,Greenville CP
LEE,X,44-2000,X
LOCKEMY,Darlington GS,44-2000,Darlington GS
MACAULAY,Calhoun GS,44-2000,Calhoun GS
MANNING,Richland CP,44-2000,Richland CP
MARTIN,Charleston CP,44-2000,Charleston CP
MCKELLAR,Lexington GS(SGJ) CP,44-2000,Lexington GS(SGJ) CP
MILLING,Florence GS,44-2000,Florence GS
NICHOLSON,"Anderson CP 1,2,3 + Barnwell GS 30,31",44-2000,"Anderson CP 1,2,3 "
PATTERSON,Greenville CP,44-2000,Greenville CP
PEEPLES,Aiken CP,44-2000,Aiken CP
PIEPER,Charleston CP,44-2000,Charleston CP
RAWL,Berkeley GS,44-2000,Berkeley GS
SAUNDERS,Abbeville GS,44-2000,Abbeville GS
SHORT,Fairfield GS,44-2000,Fairfield GS
THOMAS,Horry CP,44-2000,Horry CP
WATSON,7th Cir. CPNJ/PCR,44-2000,7th Cir. CPNJ/PCR
WESTBROOK,Lexington CP,44-2000,Lexington CP
WILLIAMS,Richland GS,44-2000,Richland GS
BROWN,Dorchester GS,44-2000,Dorchester GS
COTTINGHAM,na,44-2000,na
HUGHSTON,na,44-2000,na
PYLE,"Anderson CP 30,31",44-2000,"Anderson CP 30,31"
COUCH,na,44-2000,na
SMOAK,"Barnwell GS 1,2,3",44-2000,"Barnwell GS 1,2,3"
COOPER GT,Richland GS,44-2000,Richland GS
NEWMAN,Lee CP,44-2000,Lee CP
SIMMONS,Greenville GS 1,44-2000,Greenville GS 1
GIER,na,44-2000,na
WATTS,na,44-2000,na
BARBER,"in chambers + 2nd Cir. CPNJ/PCR 2 + 5th Cir. CPNJ 3,4 + Richland GS 5",40-2000, 2nd Cir. CPNJ/PCR 2 
BROGDON,in chambers + 12th Cir. CPNJ + Florence GS 5,40-2000, 12th Cir. CPNJ 
CLARY,"in chambers + 7th Cir. CPNJ 2,3,5",40-2000," 7th Cir. CPNJ 2,3,5"
COOPER TW,"in chambers + 3rd Cir. CPNJ 2,3,4,6",40-2000," 3rd Cir. CPNJ 2,3,4,6"
DENNIS,in chambers + Sumter GS(SGJ) 3,40-2000, Sumter GS(SGJ) 3
FLOYD S,in chambers + 15th Cir. CPNJ 5,40-2000, 15th Cir. CPNJ 5
GOODSTEIN,in chambers + 14th Cir. CPNJ 5,40-2000, 14th Cir. CPNJ 5
GREGORY,in chambers + 14th Cir. CPNJ 6,40-2000, 14th Cir. CPNJ 6
JOHNSON,in chambers + Richland GS 5,40-2000, Richland GS 5
KEESLEY,in chambers + Bamberg GS 2,40-2000, Bamberg GS 2
KITTREDGE,in chambers + Greenville GS 6,40-2000, Greenville GS 6
MARTIN,"in chambers + 9th Cir. CPNJ 2,6",40-2000," 9th Cir. CPNJ 2,6"
PATTERSON,in chambers + 13th Cir. CPNJ 5,40-2000, 13th Cir. CPNJ 5
COTTINGHAM,na,40-2000,na
HUGHSTON,na,40-2000,na
PYLE,na,40-2000,na
COUCH,na,40-2000,na
SMOAK,na,40-2000,na
SIMMONS,Pickens GS 4 + Greenville GS 6,40-2000, Greenville GS 6
GIER,na,40-2000,na
DENNIS,Sumter GS(SGJ) + Aiken GS CC,41-2000, Aiken GS CC
SAUNDERS,"X 10,11,12,13 + 8th Cir. CPNJ 9",41-2000, 8th Cir. CPNJ 9
THOMAS,"X 11,12,13 + 15th Cir. CPNJ 9,10",41-2000," 15th Cir. CPNJ 9,10"
BROWN,na,41-2000,na
PYLE,na,41-2000,na
COUCH,na,41-2000,na
SIMMONS,na,41-2000,na
WATTS,na,41-2000,na
BREEDEN,"15th Cir. AW 16,19,20 + Aiken 17,18",42-2000," Aiken 17,18"
BROGDON,Florence CP + Florence GS CC 20,42-2000, Florence GS CC 20
COOPER TW,Williamsburg GS + Aiken GS 20,42-2000, Aiken GS 20
BROWN,na,42-2000,na
SIMMONS,na,42-2000,na
GIER,na,42-2000,na
BROGDON,"Florence GS 23,24,25,26 + X 27",43-2000, X 27
JOHNSON,Greenwood GS CC 27 + Laurens GS,43-2000, Laurens GS
LOCKEMY,Horry CP + Horry GS CC 26,43-2000, Horry GS CC 26
PYLE,na,43-2000,na
COUCH,na,43-2000,na
SMOAK,na,43-2000,na
SIMMONS,na,43-2000,na
WATTS,na,43-2000,na
BREEDEN,"Horry CP 1,2,3 + X 30,31",44-2000," X 30,31"
NICHOLSON,"Anderson CP 1,2,3 + Barnwell GS 30,31",44-2000," Barnwell GS 30,31"
COTTINGHAM,na,44-2000,na
HUGHSTON,na,44-2000,na
COUCH,na,44-2000,na
GIER,na,44-2000,na
WATTS,na,44-2000,na
BARBER,"in chambers + 2nd Cir. CPNJ/PCR 2 + 5th Cir. CPNJ 3,4 + Richland GS 5",40-2000," 5th Cir. CPNJ 3,4 "
BROGDON,in chambers + 12th Cir. CPNJ + Florence GS 5,40-2000, Florence GS 5
COTTINGHAM,na,40-2000,na
HUGHSTON,na,40-2000,na
PYLE,na,40-2000,na
COUCH,na,40-2000,na
SMOAK,na,40-2000,na
GIER,na,40-2000,na
BROWN,na,41-2000,na
PYLE,na,41-2000,na
COUCH,na,41-2000,na
SIMMONS,na,41-2000,na
WATTS,na,41-2000,na
BROWN,na,42-2000,na
SIMMONS,na,42-2000,na
GIER,na,42-2000,na
PYLE,na,43-2000,na
COUCH,na,43-2000,na
SMOAK,na,43-2000,na
SIMMONS,na,43-2000,na
WATTS,na,43-2000,na
COTTINGHAM,na,44-2000,na
HUGHSTON,na,44-2000,na
COUCH,na,44-2000,na
GIER,na,44-2000,na
WATTS,na,44-2000,na
BARBER,"in chambers + 2nd Cir. CPNJ/PCR 2 + 5th Cir. CPNJ 3,4 + Richland GS 5",40-2000, Richland GS 5
COTTINGHAM,na,40-2000,na
HUGHSTON,na,40-2000,na
PYLE,na,40-2000,na
COUCH,na,40-2000,na
SMOAK,na,40-2000,na
GIER,na,40-2000,na
BROWN,na,41-2000,na
PYLE,na,41-2000,na
COUCH,na,41-2000,na
SIMMONS,na,41-2000,na
WATTS,na,41-2000,na
BROWN,na,42-2000,na
SIMMONS,na,42-2000,na
GIER,na,42-2000,na
PYLE,na,43-2000,na
COUCH,na,43-2000,na
SMOAK,na,43-2000,na
SIMMONS,na,43-2000,na
WATTS,na,43-2000,na
COTTINGHAM,na,44-2000,na
HUGHSTON,na,44-2000,na
COUCH,na,44-2000,na
GIER,na,44-2000,na
WATTS,na,44-2000,na
COTTINGHAM,na,40-2000,na
HUGHSTON,na,40-2000,na
PYLE,na,40-2000,na
COUCH,na,40-2000,na
SMOAK,na,40-2000,na
GIER,na,40-2000,na
BROWN,na,41-2000,na
PYLE,na,41-2000,na
COUCH,na,41-2000,na
SIMMONS,na,41-2000,na
WATTS,na,41-2000,na
BROWN,na,42-2000,na
SIMMONS,na,42-2000,na
GIER,na,42-2000,na
PYLE,na,43-2000,na
COUCH,na,43-2000,na
SMOAK,na,43-2000,na
SIMMONS,na,43-2000,na
WATTS,na,43-2000,na
COTTINGHAM,na,44-2000,na
HUGHSTON,na,44-2000,na
COUCH,na,44-2000,na
GIER,na,44-2000,na
WATTS,na,44-2000,na
ALFORD,Chester GS,23-2001,Chester GS
BARBER,X,23-2001,X
BAXLEY,Georgetown CP,23-2001,Georgetown CP
BEATTY,York CP,23-2001,York CP
BREEDEN,Richland GS,23-2001,Richland GS
BROGDON,Horry CP,23-2001,Horry CP
BUCKNER,Orangeburg GS,23-2001,Orangeburg GS
BURCH,12th Cir. CPNJ/PCR,23-2001,12th Cir. CPNJ/PCR
CLARY,8th Cir. CPNJ + Spartanburg GS CC 8,23-2001,8th Cir. CPNJ 
COLE,Spartanburg CP,23-2001,Spartanburg CP
COOPER GT,Edgefield GS,23-2001,Edgefield GS
COOPER TW,Richland GS,23-2001,Richland GS
DENNIS,Dorchester CP,23-2001,Dorchester CP
FEW,Spartanburg CP,23-2001,Spartanburg CP
FLOYD H,13th Cir. CPNJ,23-2001,13th Cir. CPNJ
FLOYD S,Chesterfield GS,23-2001,Chesterfield GS
GOODE,X,23-2001,X
GOODSTEIN,Hampton CP,23-2001,Hampton CP
GREGORY,Beaufort CP,23-2001,Beaufort CP
HALL,Greenville GS,23-2001,Greenville GS
HARWELL,15th Cir. CPNJ,23-2001,15th Cir. CPNJ
HAYES,Cherokee GS,23-2001,Cherokee GS
JOHNSON,10th Cir. CPNJ,23-2001,10th Cir. CPNJ
KEESLEY,Lexington CP,23-2001,Lexington CP
KINARD,Darlington CP,23-2001,Darlington CP
KING,16th Cir. CPNJ + Clarendon GS CC 8,23-2001,16th Cir. CPNJ 
KITTREDGE,Oconee CP,23-2001,Oconee CP
LEE,Richland CP,23-2001,Richland CP
LOCKEMY,9th Cir. CPNJ,23-2001,9th Cir. CPNJ
MACAULAY,Richland CP,23-2001,Richland CP
MANNING,12th Cir. CPNJ,23-2001,12th Cir. CPNJ
MARTIN,Beaufort CP,23-2001,Beaufort CP
MCKELLAR,Richland CP,23-2001,Richland CP
MILLING,Horry CP,23-2001,Horry CP
NEWMAN,Lee GS(SGJ),23-2001,Lee GS(SGJ)
NICHOLSON,X,23-2001,X
PATTERSON,Greenville CP,23-2001,Greenville CP
PEEPLES,2nd Cir. CPNJ,23-2001,2nd Cir. CPNJ
PIEPER,Charleston CP,23-2001,Charleston CP
RAWL,Charleston CP,23-2001,Charleston CP
SAUNDERS,13th Cir. CPNJ/PCR,23-2001,13th Cir. CPNJ/PCR
SHORT,Union GS,23-2001,Union GS
THOMAS,Charleston GS,23-2001,Charleston GS
WATSON,Abbeville GS,23-2001,Abbeville GS
WESTBROOK,5th Cir. CPNJ,23-2001,5th Cir. CPNJ
WILLIAMS,Sumter GS,23-2001,Sumter GS
BROWN,na,23-2001,na
COTTINGHAM,na,23-2001,na
HUGHSTON,Charleston GS,23-2001,Charleston GS
PYLE,Laurens GS,23-2001,Laurens GS
GIER,na,23-2001,na
COUCH,na,23-2001,na
SIMMONS,na,23-2001,na
YOUNG,Charleston CPNJ 8,23-2001,Charleston CPNJ 8
SMOAK,na,23-2001,na
WATTS,na,23-2001,na
ALFORD,6th Cir. CPNJ,24-2001,6th Cir. CPNJ
BARBER,Aiken GS,24-2001,Aiken GS
BAXLEY,X,24-2001,X
BEATTY,Horry GS,24-2001,Horry GS
BREEDEN,Horry GS,24-2001,Horry GS
BROGDON,Richland GS,24-2001,Richland GS
BUCKNER,"X 11,12,13,14 + 14th Cir. CPNJ 15",24-2001,"X 11,12,13,14 "
BURCH,Florence GS,24-2001,Florence GS
CLARY,Greenwood CP,24-2001,Greenwood CP
COLE,Spartanburg GS,24-2001,Spartanburg GS
COOPER GT,Edgefield GS,24-2001,Edgefield GS
COOPER TW,5th Cir. CPNJ,24-2001,5th Cir. CPNJ
DENNIS,1st Cir. CPNJ/PCR,24-2001,1st Cir. CPNJ/PCR
FEW,7th Cir. CPNJ + Spartanburg GS CC,24-2001,7th Cir. CPNJ 
FLOYD H,Greenville CP,24-2001,Greenville CP
FLOYD S,Dillon CP,24-2001,Dillon CP
GOODE,X,24-2001,X
GOODSTEIN,Beaufort CP,24-2001,Beaufort CP
GREGORY,Beaufort CP,24-2001,Beaufort CP
HALL,X,24-2001,X
HARWELL,X,24-2001,X
HAYES,Spartanburg GS,24-2001,Spartanburg GS
JOHNSON,Anderson CP,24-2001,Anderson CP
KEESLEY,Lexington GS,24-2001,Lexington GS
KINARD,Darlington GS,24-2001,Darlington GS
KING,York GS,24-2001,York GS
KITTREDGE,Anderson GS,24-2001,Anderson GS
LEE,X,24-2001,X
LOCKEMY,9th Cir. CPNJ,24-2001,9th Cir. CPNJ
MACAULAY,Richland CP,24-2001,Richland CP
MANNING,Florence CP,24-2001,Florence CP
MARTIN,Colleton CP,24-2001,Colleton CP
MCKELLAR,3rd Cir. CPNJ,24-2001,3rd Cir. CPNJ
MILLING,Horry GS,24-2001,Horry GS
NEWMAN,Berkeley GS,24-2001,Berkeley GS
NICHOLSON,11th Cir. CPNJ/PCR,24-2001,11th Cir. CPNJ/PCR
PATTERSON,Greenville GS,24-2001,Greenville GS
PEEPLES,Aiken CP,24-2001,Aiken CP
PIEPER,Charleston CP,24-2001,Charleston CP
RAWL,Jasper GS,24-2001,Jasper GS
SAUNDERS,Greenville GS,24-2001,Greenville GS
SHORT,Chester GS,24-2001,Chester GS
THOMAS,Horry GS CP CC,24-2001,Horry GS CP CC
WATSON,8th Cir. CPNJ/PCR,24-2001,8th Cir. CPNJ/PCR
WESTBROOK,Richland GS,24-2001,Richland GS
WILLIAMS,Sumter GS,24-2001,Sumter GS
BROWN,Orangeburg GS,24-2001,Orangeburg GS
COTTINGHAM,na,24-2001,na
HUGHSTON,Charleston CP,24-2001,Charleston CP
PYLE,Georgetown CP,24-2001,Georgetown CP
GIER,York CPNJ 14,24-2001,York CPNJ 14
COUCH,na,24-2001,na
SIMMONS,13th Cir. CPNJ 14,24-2001,13th Cir. CPNJ 14
YOUNG,"Charleston CPNJ 15,14",24-2001,"Charleston CPNJ 15,14"
SMOAK,na,24-2001,na
WATTS,na,24-2001,na
ALFORD,Lancaster CP,25-2001,Lancaster CP
BARBER,Aiken GS,25-2001,Aiken GS
BAXLEY,Charleston GS,25-2001,Charleston GS
BEATTY,Oconee GS + Anderson GS CC,25-2001,Oconee GS 
BREEDEN,Richland GS,25-2001,Richland GS
BROGDON,15th Cir. CPNJ,25-2001,15th Cir. CPNJ
BUCKNER,1st Cir. CPNJ,25-2001,1st Cir. CPNJ
BURCH,Florence GS + Florence CP 21,25-2001,Florence GS 
CLARY,Laurens CP,25-2001,Laurens CP
COLE,Spartanburg GS,25-2001,Spartanburg GS
COOPER GT,Lexington CP,25-2001,Lexington CP
COOPER TW,Kershaw GS,25-2001,Kershaw GS
DENNIS,Orangeburg CP,25-2001,Orangeburg CP
FEW,X,25-2001,X
FLOYD H,Pickens CP,25-2001,Pickens CP
FLOYD S,Dillon GS,25-2001,Dillon GS
GOODE,Lee GS,25-2001,Lee GS
GOODSTEIN,Beaufort CP,25-2001,Beaufort CP
GREGORY,Charleston CP,25-2001,Charleston CP
HALL,Greenville GS,25-2001,Greenville GS
HARWELL,Florence CP,25-2001,Florence CP
HAYES,X,25-2001,X
JOHNSON,Anderson CP,25-2001,Anderson CP
KEESLEY,Lexington GS,25-2001,Lexington GS
KINARD,Marlboro CP,25-2001,Marlboro CP
KING,Union GS,25-2001,Union GS
KITTREDGE,X,25-2001,X
LEE,Richland CP,25-2001,Richland CP
LOCKEMY,Charleston CP,25-2001,Charleston CP
MACAULAY,Richland GS,25-2001,Richland GS
MANNING,Marion CP,25-2001,Marion CP
MARTIN,14th Cir. CPNJ/PCR,25-2001,14th Cir. CPNJ/PCR
MCKELLAR,Williamsburg CP,25-2001,Williamsburg CP
MILLING,X,25-2001,X
NEWMAN,Berkeley CP,25-2001,Berkeley CP
NICHOLSON,Saluda CP,25-2001,Saluda CP
PATTERSON,Greenville GS,25-2001,Greenville GS
PEEPLES,Aiken CP,25-2001,Aiken CP
PIEPER,X,25-2001,X
RAWL,Beaufort GS,25-2001,Beaufort GS
SAUNDERS,13th Cir. CPNJ,25-2001,13th Cir. CPNJ
SHORT,York CP,25-2001,York CP
THOMAS,Horry GS,25-2001,Horry GS
WATSON,Greenwood GS,25-2001,Greenwood GS
WESTBROOK,Richland CP,25-2001,Richland CP
WILLIAMS,X,25-2001,X
BROWN,Dorchester GS,25-2001,Dorchester GS
COTTINGHAM,na,25-2001,na
HUGHSTON,Charleston GS,25-2001,Charleston GS
PYLE,na,25-2001,na
GIER,na,25-2001,na
COUCH,na,25-2001,na
SIMMONS,na,25-2001,na
YOUNG,na,25-2001,na
SMOAK,Clarendon CP,25-2001,Clarendon CP
WATTS,na,25-2001,na
ALFORD,Fairfield GS,26-2001,Fairfield GS
BARBER,Barnwell GS,26-2001,Barnwell GS
BAXLEY,Charleston GS CP CC,26-2001,Charleston GS CP CC
BEATTY,York GS,26-2001,York GS
BREEDEN,5th Cir. CPNJ,26-2001,5th Cir. CPNJ
BROGDON,Horry CP,26-2001,Horry CP
BUCKNER,"Calhoun GS 26,27,28,29 + X 25",26-2001,"Calhoun GS 26,27,28,29 "
BURCH,Florence GS,26-2001,Florence GS
CLARY,Newberry GS,26-2001,Newberry GS
COLE,X,26-2001,X
COOPER GT,McCormick GS,26-2001,McCormick GS
COOPER TW,Richland CP,26-2001,Richland CP
DENNIS,Orangeburg CP + Lexington GS CC,26-2001,Orangeburg CP 
FEW,Spartanburg GS,26-2001,Spartanburg GS
FLOYD H,Pickens GS,26-2001,Pickens GS
FLOYD S,Darlington GS,26-2001,Darlington GS
GOODE,York GS,26-2001,York GS
GOODSTEIN,X,26-2001,X
GREGORY,Charleston GS(SGJ),26-2001,Charleston GS(SGJ)
HALL,Anderson CP,26-2001,Anderson CP
HARWELL,Horry CP,26-2001,Horry CP
HAYES,7th Cir. CPNJ,26-2001,7th Cir. CPNJ
JOHNSON,X,26-2001,X
KEESLEY,Lexington CP,26-2001,Lexington CP
KINARD,4th Cir. CPNJ,26-2001,4th Cir. CPNJ
KING,X,26-2001,X
KITTREDGE,Anderson GS,26-2001,Anderson GS
LEE,Richland CP,26-2001,Richland CP
LOCKEMY,7th Cir. CPNJ,26-2001,7th Cir. CPNJ
MACAULAY,Richland GS,26-2001,Richland GS
MANNING,Florence GS,26-2001,Florence GS
MARTIN,Jasper CP,26-2001,Jasper CP
MCKELLAR,Clarendon CP,26-2001,Clarendon CP
MILLING,Georgetown GS,26-2001,Georgetown GS
NEWMAN,Berkeley CP,26-2001,Berkeley CP
NICHOLSON,Sick,26-2001,Sick
PATTERSON,Greenville CP,26-2001,Greenville CP
PEEPLES,Aiken CP,26-2001,Aiken CP
PIEPER,X,26-2001,X
RAWL,Beaufort GS,26-2001,Beaufort GS
SAUNDERS,Spartanburg GS,26-2001,Spartanburg GS
SHORT,X,26-2001,X
THOMAS,Horry GS,26-2001,Horry GS
WATSON,Greenwood GS,26-2001,Greenwood GS
WESTBROOK,Richland GS,26-2001,Richland GS
WILLIAMS,X,26-2001,X
BROWN,Dorchester GS,26-2001,Dorchester GS
COTTINGHAM,Marlboro GS,26-2001,Marlboro GS
HUGHSTON,na,26-2001,na
PYLE,na,26-2001,na
GIER,York CPNJ 28,26-2001,York CPNJ 28
COUCH,Cherokee CPNJ 25,26-2001,Cherokee CPNJ 25
SIMMONS,Greenville GS 29 + 13th Cir. CPNJ 28,26-2001,Greenville GS 29 
YOUNG,na,26-2001,na
SMOAK,9th Cir. CPNJ,26-2001,9th Cir. CPNJ
WATTS,Dorchester CPNJ,26-2001,Dorchester CPNJ
CLARY,8th Cir. CPNJ + Spartanburg GS CC 8,23-2001, Spartanburg GS CC 8
KING,16th Cir. CPNJ + Clarendon GS CC 8,23-2001, Clarendon GS CC 8
BROWN,na,23-2001,na
COTTINGHAM,na,23-2001,na
GIER,na,23-2001,na
COUCH,na,23-2001,na
SIMMONS,na,23-2001,na
SMOAK,na,23-2001,na
WATTS,na,23-2001,na
BUCKNER,"X 11,12,13,14 + 14th Cir. CPNJ 15",24-2001, 14th Cir. CPNJ 15
FEW,7th Cir. CPNJ + Spartanburg GS CC,24-2001, Spartanburg GS CC
COTTINGHAM,na,24-2001,na
COUCH,na,24-2001,na
SMOAK,na,24-2001,na
WATTS,na,24-2001,na
BEATTY,Oconee GS + Anderson GS CC,25-2001, Anderson GS CC
BURCH,Florence GS + Florence CP 21,25-2001, Florence CP 21
COTTINGHAM,na,25-2001,na
PYLE,na,25-2001,na
GIER,na,25-2001,na
COUCH,na,25-2001,na
SIMMONS,na,25-2001,na
YOUNG,na,25-2001,na
WATTS,na,25-2001,na
BUCKNER,"Calhoun GS 26,27,28,29 + X 25",26-2001, X 25
DENNIS,Orangeburg CP + Lexington GS CC,26-2001, Lexington GS CC
HUGHSTON,na,26-2001,na
PYLE,na,26-2001,na
SIMMONS,Greenville GS 29 + 13th Cir. CPNJ 28,26-2001, 13th Cir. CPNJ 28
YOUNG,na,26-2001,na
BROWN,na,23-2001,na
COTTINGHAM,na,23-2001,na
GIER,na,23-2001,na
COUCH,na,23-2001,na
SIMMONS,na,23-2001,na
SMOAK,na,23-2001,na
WATTS,na,23-2001,na
COTTINGHAM,na,24-2001,na
COUCH,na,24-2001,na
SMOAK,na,24-2001,na
WATTS,na,24-2001,na
COTTINGHAM,na,25-2001,na
PYLE,na,25-2001,na
GIER,na,25-2001,na
COUCH,na,25-2001,na
SIMMONS,na,25-2001,na
YOUNG,na,25-2001,na
WATTS,na,25-2001,na
HUGHSTON,na,26-2001,na
PYLE,na,26-2001,na
YOUNG,na,26-2001,na
BROWN,na,23-2001,na
COTTINGHAM,na,23-2001,na
GIER,na,23-2001,na
COUCH,na,23-2001,na
SIMMONS,na,23-2001,na
SMOAK,na,23-2001,na
WATTS,na,23-2001,na
COTTINGHAM,na,24-2001,na
COUCH,na,24-2001,na
SMOAK,na,24-2001,na
WATTS,na,24-2001,na
COTTINGHAM,na,25-2001,na
PYLE,na,25-2001,na
GIER,na,25-2001,na
COUCH,na,25-2001,na
SIMMONS,na,25-2001,na
YOUNG,na,25-2001,na
WATTS,na,25-2001,na
HUGHSTON,na,26-2001,na
PYLE,na,26-2001,na
YOUNG,na,26-2001,na
BROWN,na,23-2001,na
COTTINGHAM,na,23-2001,na
GIER,na,23-2001,na
COUCH,na,23-2001,na
SIMMONS,na,23-2001,na
SMOAK,na,23-2001,na
WATTS,na,23-2001,na
COTTINGHAM,na,24-2001,na
COUCH,na,24-2001,na
SMOAK,na,24-2001,na
WATTS,na,24-2001,na
COTTINGHAM,na,25-2001,na
PYLE,na,25-2001,na
GIER,na,25-2001,na
COUCH,na,25-2001,na
SIMMONS,na,25-2001,na
YOUNG,na,25-2001,na
WATTS,na,25-2001,na
HUGHSTON,na,26-2001,na
PYLE,na,26-2001,na
YOUNG,na,26-2001,na
ALFORD,York CP,36-2000,York CP
